Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
20/07/2015,-2.304,-0.277,-0.318,-0.22,-0.259,-1.23,-0.804,-1.526,0.026
21/07/2015,-2.317,-0.257,-0.305,-0.214,-0.27,-1.271,-0.793,-1.556,0.032
22/07/2015,-2.232,-0.238,-0.261,-0.207,-0.286,-1.24,-0.784,-1.489,0.041
23/07/2015,-2.15,-0.218,-0.232,-0.2,-0.282,-1.218,-0.733,-1.476,0.059
24/07/2015,-1.921,-0.195,-0.171,-0.182,-0.29,-1.083,-0.648,-1.35,0.077
27/07/2015,-1.607,-0.155,-0.086,-0.174,-0.286,-0.906,-0.549,-1.173,0.115
28/07/2015,-1.769,-0.158,-0.134,-0.181,-0.297,-0.999,-0.671,-1.209,0.111
29/07/2015,-1.959,-0.178,-0.164,-0.197,-0.315,-1.105,-0.754,-1.295,0.09
30/07/2015,-1.98,-0.184,-0.181,-0.177,-0.321,-1.117,-0.752,-1.315,0.087
31/07/2015,-1.956,-0.163,-0.184,-0.157,-0.303,-1.149,-0.703,-1.34,0.087
03/08/2015,-1.893,-0.146,-0.181,-0.151,-0.315,-1.1,-0.665,-1.345,0.117
04/08/2015,-1.928,-0.158,-0.167,-0.168,-0.333,-1.102,-0.672,-1.361,0.105
05/08/2015,-2.021,-0.165,-0.204,-0.209,-0.31,-1.133,-0.697,-1.401,0.077
06/08/2015,-1.871,-0.146,-0.165,-0.188,-0.288,-1.084,-0.594,-1.374,0.097
07/08/2015,-1.868,-0.115,-0.147,-0.16,-0.311,-1.135,-0.628,-1.35,0.11
10/08/2015,-2.022,-0.125,-0.193,-0.187,-0.304,-1.213,-0.709,-1.417,0.104
11/08/2015,-1.675,-0.092,-0.128,-0.161,-0.321,-0.973,-0.599,-1.207,0.131
12/08/2015,-1.318,-0.059,-0.043,-0.147,-0.322,-0.747,-0.579,-0.894,0.155
13/08/2015,-1.549,-0.088,-0.075,-0.163,-0.314,-0.909,-0.619,-1.068,0.138
14/08/2015,-1.689,-0.1,-0.071,-0.168,-0.307,-1.043,-0.679,-1.149,0.139
17/08/2015,-1.667,-0.086,-0.085,-0.153,-0.291,-1.052,-0.653,-1.167,0.153
18/08/2015,-1.617,-0.088,-0.07,-0.158,-0.3,-1.001,-0.626,-1.15,0.159
19/08/2015,-1.29,-0.038,0.01,-0.131,-0.269,-0.862,-0.5,-0.984,0.194
20/08/2015,-0.908,-0.015,0.12,-0.103,-0.277,-0.633,-0.297,-0.831,0.22
21/08/2015,-0.121,0.023,0.311,-0.079,-0.289,-0.087,0.103,-0.478,0.254
24/08/2015,1.483,0.11,0.61,-0.039,-0.275,1.077,0.732,0.398,0.353
25/08/2015,1.234,0.051,0.601,-0.081,-0.317,0.98,0.517,0.411,0.306
26/08/2015,0.715,0.052,0.504,-0.113,-0.373,0.645,0.187,0.224,0.304
27/08/2015,0.364,0.006,0.343,-0.136,-0.377,0.528,0.034,0.01,0.32
28/08/2015,0.167,-0.006,0.285,-0.138,-0.378,0.404,0.04,-0.188,0.315
31/08/2015,0.46,-0.004,0.321,-0.152,-0.359,0.654,0.172,-0.056,0.344
01/09/2015,1.158,0.022,0.508,-0.112,-0.364,1.104,0.402,0.364,0.392
02/09/2015,0.914,0.017,0.473,-0.129,-0.337,0.89,0.182,0.34,0.392
03/09/2015,0.714,0.01,0.412,-0.106,-0.32,0.718,0.162,0.164,0.388
04/09/2015,1.175,0.034,0.536,-0.073,-0.343,1.021,0.276,0.49,0.409
08/09/2015,0.841,0.014,0.471,-0.103,-0.345,0.804,0.089,0.343,0.409
09/09/2015,0.603,0.005,0.356,-0.126,-0.347,0.715,0.139,0.08,0.384
10/09/2015,0.745,0.012,0.406,-0.136,-0.32,0.783,0.078,0.276,0.391
11/09/2015,0.636,0.027,0.416,-0.124,-0.318,0.635,0.04,0.2,0.396
14/09/2015,0.739,0.025,0.455,-0.116,-0.317,0.692,0.074,0.264,0.401
15/09/2015,0.452,-0.006,0.404,-0.156,-0.362,0.572,-0.077,0.149,0.38
16/09/2015,0.252,-0.006,0.329,-0.162,-0.354,0.445,-0.13,0.006,0.376
17/09/2015,0.3,0.018,0.316,-0.139,-0.262,0.367,-0.036,-0.049,0.385
18/09/2015,0.447,0.035,0.412,-0.098,-0.291,0.389,0.018,0.041,0.388
21/09/2015,0.334,0.033,0.401,-0.116,-0.283,0.299,-0.062,-0.005,0.401
22/09/2015,0.793,0.1,0.495,-0.076,-0.291,0.565,0.089,0.272,0.432
23/09/2015,0.725,0.1,0.514,-0.084,-0.32,0.515,0.041,0.243,0.441
24/09/2015,1.098,0.164,0.608,-0.07,-0.3,0.696,0.149,0.475,0.474
25/09/2015,0.873,0.161,0.528,-0.094,-0.3,0.578,0.145,0.269,0.459
28/09/2015,1.228,0.244,0.664,-0.064,-0.317,0.701,0.347,0.418,0.463
29/09/2015,1.423,0.302,0.735,-0.055,-0.318,0.759,0.353,0.59,0.48
30/09/2015,0.955,0.31,0.529,-0.053,-0.296,0.465,0.222,0.346,0.387
01/10/2015,0.769,0.31,0.512,-0.046,-0.278,0.271,0.136,0.29,0.343
02/10/2015,0.648,0.334,0.463,-0.026,-0.269,0.146,0.051,0.248,0.349
05/10/2015,0.263,0.273,0.322,-0.057,-0.279,0.004,-0.08,0.041,0.302
06/10/2015,0.143,0.246,0.301,-0.057,-0.286,-0.061,-0.099,-0.057,0.299
07/10/2015,-0.158,0.195,0.247,-0.06,-0.315,-0.225,-0.218,-0.194,0.254
08/10/2015,-0.31,0.181,0.24,-0.068,-0.324,-0.339,-0.291,-0.267,0.248
09/10/2015,-0.516,0.15,0.196,-0.075,-0.324,-0.463,-0.339,-0.398,0.221
12/10/2015,-0.532,0.147,0.195,-0.062,-0.326,-0.486,-0.364,-0.397,0.229
13/10/2015,-0.364,0.166,0.255,-0.049,-0.325,-0.411,-0.303,-0.312,0.251
14/10/2015,-0.227,0.189,0.311,-0.014,-0.334,-0.379,-0.279,-0.207,0.259
15/10/2015,-0.434,0.17,0.218,-0.022,-0.332,-0.468,-0.374,-0.288,0.228
16/10/2015,-0.649,0.145,0.181,-0.034,-0.332,-0.609,-0.451,-0.395,0.197
19/10/2015,-0.591,0.139,0.189,-0.035,-0.326,-0.558,-0.44,-0.356,0.205
20/10/2015,-0.695,0.118,0.201,-0.061,-0.339,-0.614,-0.462,-0.431,0.198
21/10/2015,-0.69,0.129,0.193,-0.044,-0.335,-0.633,-0.424,-0.475,0.209
22/10/2015,-0.762,0.129,0.127,-0.03,-0.293,-0.695,-0.474,-0.495,0.207
23/10/2015,-0.839,0.086,0.025,-0.05,-0.292,-0.608,-0.483,-0.529,0.173
26/10/2015,-0.8,0.078,0.035,-0.041,-0.311,-0.561,-0.481,-0.496,0.177
27/10/2015,-0.717,0.097,0.075,-0.014,-0.289,-0.586,-0.466,-0.44,0.189
28/10/2015,-0.801,0.068,0.022,-0.031,-0.312,-0.548,-0.528,-0.458,0.185
29/10/2015,-0.835,0.045,0.034,-0.073,-0.316,-0.525,-0.54,-0.482,0.187
30/10/2015,-0.926,0.043,0.036,-0.062,-0.31,-0.633,-0.528,-0.583,0.185
02/11/2015,-0.948,0.029,0.039,-0.081,-0.306,-0.629,-0.578,-0.542,0.172
03/11/2015,-0.982,-0.003,0.016,-0.101,-0.306,-0.588,-0.571,-0.562,0.151
04/11/2015,-0.901,-0.014,-0.011,-0.112,-0.309,-0.455,-0.506,-0.534,0.139
05/11/2015,-0.989,-0.008,-0.006,-0.12,-0.303,-0.552,-0.544,-0.578,0.133
06/11/2015,-1.094,-0.029,-0.01,-0.171,-0.313,-0.571,-0.58,-0.648,0.134
09/11/2015,-0.931,-0.005,0.017,-0.17,-0.239,-0.534,-0.465,-0.615,0.149
10/11/2015,-0.946,0.024,0.018,-0.159,-0.274,-0.555,-0.53,-0.581,0.165
11/11/2015,-1.009,0.025,0.012,-0.153,-0.283,-0.61,-0.513,-0.651,0.155
12/11/2015,-0.824,0.043,0.074,-0.149,-0.284,-0.508,-0.386,-0.603,0.165
13/11/2015,-0.618,0.062,0.135,-0.128,-0.273,-0.414,-0.279,-0.525,0.186
16/11/2015,-0.598,0.07,0.117,-0.127,-0.272,-0.386,-0.363,-0.439,0.204
17/11/2015,-0.782,0.054,0.045,-0.133,-0.273,-0.475,-0.357,-0.604,0.179
18/11/2015,-0.875,0.059,0.007,-0.134,-0.283,-0.524,-0.48,-0.565,0.17
19/11/2015,-0.994,0.058,-0.029,-0.114,-0.294,-0.615,-0.489,-0.657,0.152
20/11/2015,-1.131,0.057,-0.05,-0.113,-0.296,-0.729,-0.561,-0.711,0.141
23/11/2015,-1.033,0.061,-0.031,-0.12,-0.259,-0.684,-0.512,-0.668,0.147
24/11/2015,-0.966,0.075,-0.014,-0.113,-0.319,-0.595,-0.523,-0.603,0.16
25/11/2015,-0.964,0.083,-0.03,-0.106,-0.316,-0.595,-0.549,-0.584,0.169
27/11/2015,-1.001,0.087,-0.034,-0.105,-0.288,-0.661,-0.551,-0.615,0.165
30/11/2015,-0.877,0.095,-0.004,-0.106,-0.284,-0.578,-0.498,-0.569,0.19
01/12/2015,-1.017,0.11,-0.091,-0.091,-0.281,-0.664,-0.565,-0.613,0.161
02/12/2015,-0.959,0.107,-0.057,-0.107,-0.261,-0.641,-0.493,-0.633,0.167
03/12/2015,-1.058,0.079,0.039,-0.182,-0.345,-0.649,-0.467,-0.749,0.158
04/12/2015,-1.148,0.099,0.037,-0.168,-0.322,-0.794,-0.62,-0.703,0.175
07/12/2015,-1.103,0.124,0.037,-0.147,-0.303,-0.814,-0.523,-0.782,0.202
08/12/2015,-0.877,0.158,0.114,-0.135,-0.315,-0.699,-0.448,-0.655,0.226
09/12/2015,-0.698,0.183,0.152,-0.129,-0.301,-0.603,-0.343,-0.584,0.229
10/12/2015,-0.61,0.19,0.179,-0.122,-0.286,-0.571,-0.338,-0.508,0.236
11/12/2015,-0.118,0.275,0.263,-0.09,-0.264,-0.302,-0.027,-0.384,0.293
14/12/2015,0.044,0.321,0.312,-0.121,-0.291,-0.177,-0.089,-0.151,0.284
15/12/2015,-0.18,0.28,0.247,-0.148,-0.306,-0.253,-0.207,-0.236,0.263
16/12/2015,-0.597,0.267,0.161,-0.169,-0.318,-0.538,-0.427,-0.424,0.254
17/12/2015,-0.651,0.267,0.143,-0.137,-0.282,-0.642,-0.276,-0.613,0.238
18/12/2015,-0.288,0.302,0.242,-0.101,-0.226,-0.505,-0.099,-0.45,0.261
21/12/2015,-0.326,0.312,0.247,-0.099,-0.202,-0.584,-0.148,-0.438,0.26
22/12/2015,-0.553,0.303,0.227,-0.119,-0.225,-0.739,-0.289,-0.511,0.247
23/12/2015,-0.716,0.288,0.141,-0.125,-0.222,-0.798,-0.349,-0.612,0.245
24/12/2015,-0.723,0.285,0.152,-0.118,-0.237,-0.805,-0.355,-0.61,0.242
28/12/2015,-0.606,0.293,0.17,-0.102,-0.236,-0.731,-0.307,-0.546,0.247
29/12/2015,-0.794,0.263,0.112,-0.129,-0.28,-0.76,-0.414,-0.623,0.243
30/12/2015,-0.646,0.271,0.145,-0.128,-0.233,-0.701,-0.314,-0.59,0.258
31/12/2015,-0.595,0.264,0.141,-0.115,-0.225,-0.66,-0.259,-0.588,0.252
04/01/2016,-0.085,0.292,0.307,-0.076,-0.232,-0.376,-0.12,-0.236,0.271
05/01/2016,-0.176,0.282,0.294,-0.057,-0.238,-0.457,-0.173,-0.267,0.264
06/01/2016,0.072,0.307,0.37,-0.023,-0.225,-0.357,-0.068,-0.15,0.29
07/01/2016,0.629,0.346,0.521,-0.016,-0.227,0.005,0.159,0.141,0.329
08/01/2016,0.799,0.354,0.576,0.004,-0.227,0.092,0.257,0.213,0.329
11/01/2016,0.778,0.37,0.598,-0.023,-0.211,0.044,0.194,0.217,0.367
12/01/2016,0.769,0.41,0.598,-0.005,-0.23,-0.004,0.107,0.282,0.38
13/01/2016,0.739,0.433,0.6,-0.009,-0.235,-0.05,0.263,0.096,0.38
14/01/2016,0.901,0.467,0.628,-0.018,-0.258,0.082,0.194,0.314,0.393
15/01/2016,1.517,0.548,0.753,0.02,-0.251,0.447,0.452,0.614,0.451
19/01/2016,1.333,0.567,0.732,0.004,-0.253,0.283,0.395,0.494,0.444
20/01/2016,1.978,0.663,0.892,0.049,-0.246,0.62,0.572,0.907,0.499
21/01/2016,2.011,0.651,0.882,0.034,-0.254,0.698,0.51,0.984,0.517
22/01/2016,1.493,0.585,0.665,0.009,-0.273,0.507,0.299,0.689,0.505
25/01/2016,1.502,0.592,0.7,0.031,-0.257,0.436,0.408,0.581,0.513
26/01/2016,1.518,0.598,0.688,0.036,-0.269,0.465,0.321,0.662,0.535
27/01/2016,1.48,0.579,0.655,0.032,-0.269,0.483,0.349,0.612,0.519
28/01/2016,1.53,0.566,0.667,0.035,-0.278,0.54,0.317,0.708,0.505
29/01/2016,1.27,0.575,0.514,0.037,-0.147,0.291,0.222,0.567,0.481
01/02/2016,1.056,0.555,0.483,0.026,-0.188,0.18,0.181,0.397,0.478
02/02/2016,1.427,0.623,0.585,0.07,-0.19,0.339,0.369,0.534,0.524
03/02/2016,1.791,0.637,0.649,0.091,-0.208,0.622,0.378,0.869,0.544
04/02/2016,1.822,0.642,0.633,0.109,-0.171,0.609,0.422,0.884,0.516
05/02/2016,2.016,0.653,0.709,0.121,-0.16,0.693,0.531,0.979,0.506
08/02/2016,2.596,0.745,0.795,0.171,-0.103,0.988,0.849,1.2,0.547
09/02/2016,3.11,0.807,0.904,0.181,-0.133,1.351,0.883,1.653,0.574
10/02/2016,3.092,0.814,0.899,0.219,-0.158,1.318,0.842,1.682,0.568
11/02/2016,3.71,0.888,1.009,0.259,-0.101,1.655,1.107,1.989,0.614
12/02/2016,3.568,0.85,0.974,0.212,-0.108,1.64,0.889,2.049,0.63
16/02/2016,2.808,0.817,0.77,0.188,-0.134,1.167,0.716,1.508,0.584
17/02/2016,2.502,0.768,0.694,0.179,-0.177,1.038,0.547,1.382,0.573
18/02/2016,2.428,0.764,0.658,0.227,-0.142,0.921,0.575,1.288,0.565
19/02/2016,2.511,0.766,0.698,0.234,-0.163,0.976,0.56,1.381,0.57
22/02/2016,2.239,0.737,0.603,0.234,-0.164,0.829,0.466,1.226,0.547
23/02/2016,2.38,0.746,0.662,0.259,-0.149,0.862,0.545,1.302,0.533
24/02/2016,2.571,0.754,0.716,0.258,-0.147,0.99,0.546,1.488,0.537
25/02/2016,2.272,0.759,0.629,0.252,-0.141,0.773,0.444,1.287,0.541
26/02/2016,2.126,0.722,0.593,0.229,-0.137,0.719,0.418,1.195,0.513
29/02/2016,2.247,0.695,0.607,0.27,-0.108,0.783,0.483,1.258,0.506
01/03/2016,1.766,0.624,0.496,0.221,-0.138,0.563,0.224,1.078,0.464
02/03/2016,1.505,0.586,0.393,0.214,-0.118,0.43,0.18,0.894,0.431
03/03/2016,1.372,0.567,0.364,0.22,-0.117,0.338,0.144,0.819,0.409
04/03/2016,1.15,0.509,0.323,0.192,-0.109,0.235,0.086,0.699,0.365
07/03/2016,1.178,0.491,0.322,0.193,-0.124,0.296,0.08,0.739,0.359
08/03/2016,1.419,0.523,0.382,0.23,-0.144,0.428,0.172,0.864,0.383
09/03/2016,1.35,0.485,0.369,0.193,-0.15,0.453,0.127,0.856,0.367
10/03/2016,1.122,0.431,0.379,0.165,-0.184,0.331,0.044,0.75,0.328
11/03/2016,0.676,0.361,0.277,0.146,-0.168,0.06,-0.102,0.474,0.304
14/03/2016,0.432,0.319,0.231,0.149,-0.183,-0.084,-0.14,0.279,0.293
15/03/2016,0.347,0.343,0.28,0.149,-0.209,-0.216,-0.158,0.223,0.282
16/03/2016,0.335,0.366,0.277,0.175,-0.179,-0.304,-0.193,0.229,0.299
17/03/2016,0.14,0.343,0.235,0.202,-0.227,-0.413,-0.3,0.195,0.245
18/03/2016,0.02,0.329,0.223,0.209,-0.212,-0.529,-0.361,0.174,0.207
21/03/2016,-0.076,0.296,0.223,0.189,-0.233,-0.551,-0.42,0.146,0.198
22/03/2016,-0.143,0.298,0.197,0.185,-0.216,-0.607,-0.396,0.071,0.182
23/03/2016,0,0.329,0.223,0.196,-0.221,-0.527,-0.307,0.106,0.201
24/03/2016,0.142,0.336,0.267,0.185,-0.207,-0.439,-0.284,0.229,0.197
28/03/2016,0.118,0.342,0.238,0.177,-0.219,-0.42,-0.261,0.186,0.193
29/03/2016,0.112,0.373,0.204,0.214,-0.172,-0.507,-0.292,0.19,0.214
30/03/2016,-0.106,0.341,0.161,0.202,-0.159,-0.651,-0.366,0.087,0.173
31/03/2016,-0.041,0.335,0.181,0.209,-0.127,-0.639,-0.294,0.053,0.2
01/04/2016,0.138,0.325,0.246,0.225,-0.123,-0.535,-0.337,0.267,0.208
04/04/2016,0.139,0.32,0.247,0.23,-0.135,-0.523,-0.298,0.226,0.211
05/04/2016,0.507,0.343,0.354,0.268,-0.153,-0.305,-0.186,0.462,0.231
06/04/2016,0.397,0.338,0.317,0.261,-0.15,-0.369,-0.27,0.438,0.229
07/04/2016,0.657,0.363,0.35,0.313,-0.145,-0.224,-0.111,0.533,0.235
08/04/2016,0.55,0.354,0.308,0.305,-0.122,-0.295,-0.147,0.458,0.239
11/04/2016,0.543,0.341,0.301,0.304,-0.121,-0.282,-0.118,0.438,0.223
12/04/2016,0.291,0.304,0.24,0.27,-0.127,-0.396,-0.239,0.327,0.203
13/04/2016,-0.003,0.27,0.116,0.268,-0.149,-0.508,-0.325,0.146,0.176
14/04/2016,-0.131,0.238,0.064,0.25,-0.159,-0.524,-0.347,0.055,0.161
15/04/2016,-0.089,0.244,0.073,0.275,-0.149,-0.532,-0.342,0.095,0.158
18/04/2016,0.012,0.24,0.095,0.26,-0.11,-0.473,-0.373,0.227,0.158
19/04/2016,-0.242,0.2,0,0.247,-0.107,-0.582,-0.421,0.041,0.138
20/04/2016,-0.253,0.172,-0.008,0.229,-0.103,-0.543,-0.445,0.061,0.131
21/04/2016,-0.249,0.143,-0.032,0.215,-0.102,-0.473,-0.414,0.031,0.134
22/04/2016,-0.309,0.146,-0.034,0.17,-0.075,-0.516,-0.447,0.001,0.137
25/04/2016,-0.237,0.137,-0.006,0.166,-0.094,-0.44,-0.442,0.058,0.147
26/04/2016,-0.302,0.125,-0.013,0.152,-0.108,-0.458,-0.483,0.037,0.144
27/04/2016,-0.327,0.134,-0.023,0.165,-0.093,-0.51,-0.465,-0.013,0.151
28/04/2016,-0.253,0.125,0.047,0.233,-0.097,-0.561,-0.391,-0.005,0.143
29/04/2016,-0.057,0.119,0.1,0.256,-0.096,-0.436,-0.344,0.144,0.143
02/05/2016,0.109,0.107,0.133,0.243,-0.077,-0.297,-0.377,0.331,0.155
03/05/2016,0.317,0.146,0.193,0.269,-0.073,-0.218,-0.29,0.424,0.183
04/05/2016,0.406,0.173,0.235,0.264,-0.071,-0.195,-0.247,0.453,0.2
05/05/2016,0.415,0.185,0.229,0.278,-0.08,-0.197,-0.224,0.432,0.207
06/05/2016,0.261,0.193,0.233,0.279,-0.083,-0.361,-0.306,0.372,0.195
09/05/2016,0.163,0.204,0.211,0.261,-0.087,-0.426,-0.32,0.273,0.21
10/05/2016,-0.059,0.2,0.129,0.243,-0.106,-0.525,-0.417,0.165,0.193
11/05/2016,0.051,0.197,0.154,0.26,-0.11,-0.45,-0.362,0.217,0.196
12/05/2016,-0.055,0.18,0.154,0.238,-0.118,-0.509,-0.39,0.158,0.177
13/05/2016,0.093,0.195,0.195,0.267,-0.114,-0.45,-0.308,0.207,0.194
16/05/2016,0.038,0.17,0.158,0.244,-0.119,-0.415,-0.364,0.221,0.181
17/05/2016,-0.011,0.165,0.16,0.239,-0.152,-0.423,-0.359,0.175,0.173
18/05/2016,-0.102,0.139,0.154,0.194,-0.177,-0.412,-0.381,0.113,0.166
19/05/2016,0.037,0.167,0.195,0.197,-0.143,-0.379,-0.31,0.148,0.199
20/05/2016,-0.202,0.157,0.143,0.195,-0.147,-0.55,-0.39,0.004,0.184
23/05/2016,-0.198,0.157,0.156,0.205,-0.165,-0.551,-0.403,0.03,0.175
24/05/2016,-0.398,0.142,0.097,0.181,-0.162,-0.656,-0.508,-0.061,0.171
25/05/2016,-0.571,0.123,0.018,0.177,-0.155,-0.734,-0.572,-0.15,0.151
26/05/2016,-0.6,0.131,0.013,0.188,-0.115,-0.817,-0.559,-0.192,0.151
27/05/2016,-0.723,0.121,-0.016,0.174,-0.118,-0.884,-0.595,-0.259,0.131
31/05/2016,-0.596,0.12,-0.032,0.168,-0.086,-0.766,-0.511,-0.221,0.136
01/06/2016,-0.543,0.12,-0.026,0.185,-0.098,-0.724,-0.523,-0.102,0.082
02/06/2016,-0.553,0.122,-0.006,0.207,-0.089,-0.787,-0.541,-0.094,0.082
03/06/2016,-0.493,0.139,-0.003,0.27,-0.058,-0.841,-0.513,-0.062,0.082
06/06/2016,-0.532,0.113,-0.031,0.238,-0.067,-0.785,-0.542,-0.05,0.06
07/06/2016,-0.66,0.093,-0.074,0.25,-0.081,-0.848,-0.565,-0.139,0.044
08/06/2016,-0.667,0.075,-0.096,0.26,-0.06,-0.846,-0.563,-0.123,0.019
09/06/2016,-0.496,0.083,-0.056,0.269,-0.065,-0.727,-0.513,-0.004,0.021
10/06/2016,-0.082,0.114,0.027,0.288,-0.062,-0.449,-0.328,0.206,0.04
13/06/2016,0.533,0.146,0.142,0.304,-0.053,-0.006,-0.139,0.604,0.068
14/06/2016,0.846,0.191,0.2,0.317,-0.017,0.155,-0.089,0.849,0.086
15/06/2016,0.732,0.204,0.172,0.324,-0.012,0.044,-0.12,0.769,0.083
16/06/2016,0.973,0.231,0.227,0.349,-0.051,0.217,-0.108,0.976,0.105
17/06/2016,0.78,0.196,0.184,0.336,-0.066,0.13,-0.133,0.811,0.102
20/06/2016,0.332,0.131,0.058,0.306,-0.087,-0.076,-0.269,0.523,0.078
21/06/2016,0.19,0.118,0.014,0.283,-0.114,-0.111,-0.3,0.427,0.063
22/06/2016,0.43,0.116,0.016,0.286,-0.114,0.126,-0.187,0.557,0.06
23/06/2016,-0.116,0.069,-0.068,0.229,-0.123,-0.223,-0.446,0.294,0.036
24/06/2016,1.535,0.244,0.295,0.4,-0.058,0.654,0.21,1.204,0.121
27/06/2016,1.61,0.303,0.386,0.453,-0.076,0.544,0.282,1.17,0.158
28/06/2016,0.937,0.279,0.285,0.422,-0.07,0.021,-0.028,0.821,0.144
29/06/2016,0.449,0.228,0.143,0.408,-0.039,-0.291,-0.189,0.526,0.112
30/06/2016,0.277,0.195,0.031,0.413,-0.006,-0.356,-0.19,0.375,0.092
01/07/2016,0.118,0.168,-0.001,0.427,-0.002,-0.474,-0.227,0.264,0.081
05/07/2016,0.403,0.176,0.059,0.47,0.023,-0.325,-0.096,0.395,0.104
06/07/2016,0.576,0.171,0.112,0.474,0.04,-0.221,-0.142,0.605,0.113
07/07/2016,0.483,0.16,0.091,0.478,0.032,-0.278,-0.168,0.543,0.108
08/07/2016,0.308,0.135,0.043,0.489,0.027,-0.386,-0.282,0.486,0.104
11/07/2016,0.001,0.08,-0.072,0.425,0.02,-0.452,-0.333,0.275,0.059
12/07/2016,-0.2,0.022,-0.147,0.348,0.012,-0.435,-0.388,0.14,0.048
13/07/2016,-0.231,0.03,-0.167,0.35,0.005,-0.449,-0.395,0.106,0.058
14/07/2016,-0.397,-0.004,-0.212,0.312,0.018,-0.511,-0.431,-0.011,0.045
15/07/2016,-0.4,-0.035,-0.222,0.311,0.046,-0.5,-0.377,-0.053,0.03
18/07/2016,-0.41,-0.028,-0.232,0.282,0.077,-0.509,-0.393,-0.049,0.032
19/07/2016,-0.418,-0.026,-0.24,0.294,0.073,-0.519,-0.409,-0.039,0.03
20/07/2016,-0.529,-0.04,-0.268,0.265,0.056,-0.542,-0.422,-0.125,0.018
21/07/2016,-0.417,-0.038,-0.271,0.29,0.108,-0.506,-0.318,-0.127,0.028
22/07/2016,-0.527,-0.049,-0.265,0.285,0.105,-0.603,-0.374,-0.177,0.024
25/07/2016,-0.508,-0.058,-0.263,0.285,0.113,-0.585,-0.351,-0.175,0.018
26/07/2016,-0.523,-0.042,-0.247,0.301,0.092,-0.627,-0.374,-0.163,0.014
27/07/2016,-0.53,-0.003,-0.283,0.314,0.13,-0.688,-0.349,-0.203,0.022
28/07/2016,-0.513,-0.012,-0.253,0.311,0.15,-0.709,-0.36,-0.166,0.013
29/07/2016,-0.767,-0.021,-0.279,0.375,0.095,-0.937,-0.428,-0.349,0.01
01/08/2016,-0.848,-0.026,-0.274,0.35,0.085,-0.983,-0.423,-0.417,-0.008
02/08/2016,-0.628,-0.043,-0.209,0.351,0.089,-0.816,-0.335,-0.29,-0.003
03/08/2016,-0.544,-0.037,-0.185,0.347,0.113,-0.782,-0.317,-0.245,0.018
04/08/2016,-0.659,-0.048,-0.221,0.368,0.125,-0.883,-0.311,-0.353,0.005
05/08/2016,-0.977,-0.087,-0.269,0.328,0.118,-1.067,-0.421,-0.526,-0.03
08/08/2016,-1.088,-0.116,-0.307,0.315,0.14,-1.12,-0.417,-0.619,-0.052
09/08/2016,-1.101,-0.112,-0.336,0.333,0.159,-1.145,-0.411,-0.636,-0.054
10/08/2016,-1.036,-0.114,-0.326,0.352,0.161,-1.109,-0.387,-0.593,-0.056
11/08/2016,-1.163,-0.14,-0.352,0.323,0.136,-1.13,-0.446,-0.642,-0.075
12/08/2016,-1.206,-0.134,-0.365,0.342,0.144,-1.193,-0.443,-0.68,-0.083
15/08/2016,-1.251,-0.173,-0.37,0.324,0.098,-1.13,-0.493,-0.661,-0.097
16/08/2016,-1.102,-0.182,-0.319,0.32,0.098,-1.019,-0.463,-0.539,-0.1
17/08/2016,-1.056,-0.174,-0.316,0.327,0.105,-0.998,-0.462,-0.505,-0.089
18/08/2016,-1.058,-0.17,-0.311,0.336,0.107,-1.02,-0.488,-0.478,-0.092
19/08/2016,-1.062,-0.192,-0.291,0.309,0.111,-0.999,-0.501,-0.466,-0.095
22/08/2016,-0.965,-0.187,-0.289,0.322,0.117,-0.928,-0.443,-0.446,-0.076
23/08/2016,-1.014,-0.197,-0.302,0.321,0.126,-0.962,-0.456,-0.476,-0.082
24/08/2016,-0.996,-0.201,-0.292,0.309,0.086,-0.898,-0.437,-0.489,-0.07
25/08/2016,-0.987,-0.202,-0.272,0.297,0.08,-0.89,-0.433,-0.479,-0.075
26/08/2016,-1.049,-0.228,-0.264,0.267,0.081,-0.905,-0.446,-0.503,-0.1
29/08/2016,-1.063,-0.223,-0.312,0.28,0.102,-0.91,-0.448,-0.532,-0.083
30/08/2016,-1.086,-0.219,-0.319,0.26,0.114,-0.922,-0.417,-0.582,-0.087
31/08/2016,-1.091,-0.216,-0.317,0.239,0.125,-0.922,-0.404,-0.612,-0.075
01/09/2016,-1.053,-0.217,-0.32,0.24,0.118,-0.874,-0.393,-0.6,-0.06
02/09/2016,-1.243,-0.228,-0.373,0.219,0.127,-0.988,-0.468,-0.699,-0.076
06/09/2016,-1.268,-0.221,-0.401,0.273,0.138,-1.057,-0.479,-0.697,-0.092
07/09/2016,-1.362,-0.232,-0.402,0.275,0.096,-1.099,-0.514,-0.74,-0.108
08/09/2016,-1.384,-0.255,-0.378,0.234,0.093,-1.078,-0.489,-0.785,-0.11
09/09/2016,-0.993,-0.236,-0.279,0.198,0.112,-0.788,-0.221,-0.695,-0.077
12/09/2016,-0.843,-0.188,-0.253,0.205,0.097,-0.704,-0.33,-0.455,-0.058
13/09/2016,-0.743,-0.19,-0.199,0.173,0.081,-0.608,-0.213,-0.468,-0.062
14/09/2016,-0.584,-0.141,-0.182,0.188,0.121,-0.57,-0.169,-0.375,-0.04
