Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
02/04/2001,5.127,2.295,1.436,-0.42,0.732,1.084,4.131,0.96,0.036
03/04/2001,5.838,2.416,1.602,-0.365,0.919,1.266,4.691,1.109,0.038
04/04/2001,5.959,2.534,1.599,-0.345,0.896,1.275,4.717,1.21,0.032
05/04/2001,5.521,2.518,1.393,-0.311,0.882,1.039,4.324,1.163,0.034
06/04/2001,5.948,2.509,1.475,-0.315,1.192,1.087,4.694,1.228,0.026
09/04/2001,5.819,2.576,1.42,-0.328,1.081,1.07,4.568,1.224,0.027
10/04/2001,5.501,2.498,1.279,-0.283,1.059,0.948,4.274,1.179,0.048
11/04/2001,5.067,2.405,1.277,-0.253,0.759,0.879,3.958,1.065,0.044
12/04/2001,4.917,2.307,1.209,-0.228,0.957,0.672,3.83,1.043,0.044
16/04/2001,4.675,2.273,1.204,-0.238,0.779,0.657,3.674,0.989,0.012
17/04/2001,4.591,2.283,1.157,-0.221,0.787,0.585,3.588,0.995,0.008
18/04/2001,4.521,2.178,0.971,-0.211,1.057,0.526,3.625,0.888,0.008
19/04/2001,4.03,2.166,0.919,-0.145,0.566,0.524,3.074,0.952,0.004
20/04/2001,4.37,2.258,0.956,-0.161,0.737,0.58,3.345,1.018,0.007
23/04/2001,4.673,2.318,1.019,-0.166,0.765,0.737,3.64,1.027,0.006
24/04/2001,4.488,2.277,1.058,-0.174,0.598,0.729,3.575,0.914,-0.001
25/04/2001,4.212,2.175,0.99,-0.146,0.492,0.701,3.231,0.975,0.006
26/04/2001,4.154,2.216,0.96,-0.189,0.565,0.602,3.169,0.978,0.007
27/04/2001,3.779,2.134,0.876,-0.185,0.461,0.493,2.909,0.87,0
30/04/2001,3.534,1.843,0.875,-0.17,0.46,0.526,2.828,0.717,-0.011
01/05/2001,3.371,1.768,0.817,-0.149,0.489,0.446,2.672,0.711,-0.012
02/05/2001,3.326,1.77,0.812,-0.145,0.458,0.431,2.581,0.757,-0.012
03/05/2001,3.467,1.809,0.886,-0.171,0.51,0.433,2.696,0.788,-0.017
04/05/2001,3.317,1.83,0.807,-0.175,0.529,0.326,2.572,0.766,-0.021
07/05/2001,3.395,1.817,0.795,-0.171,0.572,0.382,2.668,0.748,-0.021
08/05/2001,3.106,1.781,0.795,-0.167,0.329,0.368,2.42,0.705,-0.019
09/05/2001,3.035,1.789,0.814,-0.217,0.285,0.364,2.378,0.685,-0.028
10/05/2001,2.927,1.794,0.794,-0.2,0.27,0.269,2.327,0.649,-0.049
11/05/2001,2.855,1.692,0.824,-0.158,0.256,0.241,2.307,0.592,-0.044
14/05/2001,3.058,1.667,0.821,-0.153,0.471,0.252,2.506,0.61,-0.058
15/05/2001,3.042,1.627,0.797,-0.128,0.575,0.171,2.488,0.612,-0.058
16/05/2001,2.666,1.68,0.671,-0.153,0.388,0.08,2.139,0.591,-0.064
17/05/2001,2.586,1.664,0.648,-0.16,0.422,0.012,2.09,0.561,-0.065
18/05/2001,2.459,1.652,0.625,-0.243,0.387,0.038,2.059,0.481,-0.081
21/05/2001,2.361,1.651,0.562,-0.228,0.4,-0.024,1.965,0.478,-0.082
22/05/2001,2.351,1.637,0.559,-0.23,0.382,0.003,1.996,0.441,-0.086
23/05/2001,2.585,1.604,0.622,-0.18,0.435,0.104,2.178,0.489,-0.082
24/05/2001,2.427,1.569,0.603,-0.128,0.356,0.027,2.012,0.481,-0.066
25/05/2001,2.462,1.552,0.65,-0.117,0.392,-0.015,2.052,0.478,-0.068
29/05/2001,2.41,1.535,0.674,-0.108,0.253,0.056,1.994,0.481,-0.065
30/05/2001,2.557,1.545,0.733,-0.063,0.278,0.064,2.104,0.505,-0.052
31/05/2001,2.67,1.607,0.727,-0.067,0.315,0.088,2.146,0.578,-0.054
01/06/2001,2.439,1.644,0.705,-0.096,0.209,-0.023,1.898,0.607,-0.066
04/06/2001,2.279,1.653,0.669,-0.089,0.183,-0.137,1.748,0.598,-0.067
05/06/2001,2.245,1.676,0.598,-0.109,0.249,-0.169,1.688,0.624,-0.067
06/06/2001,2.385,1.637,0.642,-0.116,0.292,-0.07,1.866,0.576,-0.057
07/06/2001,2.301,1.606,0.617,-0.093,0.267,-0.096,1.794,0.562,-0.055
08/06/2001,2.283,1.586,0.653,-0.137,0.273,-0.092,1.804,0.534,-0.055
11/06/2001,2.437,1.623,0.681,-0.14,0.305,-0.032,1.941,0.544,-0.048
12/06/2001,2.541,1.639,0.689,-0.132,0.384,-0.039,1.981,0.616,-0.056
13/06/2001,2.625,1.65,0.721,-0.142,0.378,0.018,2.069,0.612,-0.056
14/06/2001,2.837,1.761,0.797,-0.156,0.341,0.094,2.209,0.692,-0.064
15/06/2001,2.959,1.785,0.816,-0.159,0.387,0.13,2.258,0.732,-0.031
18/06/2001,3.113,1.871,0.852,-0.171,0.357,0.204,2.33,0.806,-0.023
19/06/2001,3.065,1.948,0.827,-0.17,0.352,0.108,2.283,0.817,-0.035
20/06/2001,2.954,2.046,0.789,-0.179,0.231,0.067,2.094,0.889,-0.029
21/06/2001,2.803,2.085,0.737,-0.195,0.21,-0.034,1.91,0.92,-0.027
22/06/2001,2.93,2.112,0.765,-0.194,0.297,-0.05,2.019,0.936,-0.025
25/06/2001,2.931,2.099,0.784,-0.186,0.229,0.005,2.011,0.947,-0.027
26/06/2001,2.852,2.084,0.796,-0.167,0.134,0.005,1.938,0.944,-0.03
27/06/2001,2.847,2.097,0.808,-0.153,0.068,0.027,1.848,1.006,-0.007
28/06/2001,2.752,2.056,0.739,-0.138,0.13,-0.035,1.848,0.915,-0.011
29/06/2001,2.76,1.971,0.728,-0.102,0.205,-0.042,1.868,0.897,-0.005
02/07/2001,2.661,1.949,0.678,-0.099,0.217,-0.084,1.755,0.905,0.001
03/07/2001,2.565,1.85,0.689,-0.077,0.18,-0.077,1.693,0.871,0.001
05/07/2001,2.757,1.876,0.734,-0.085,0.192,0.04,1.867,0.885,0.005
06/07/2001,2.998,1.905,0.839,-0.083,0.191,0.146,2.026,0.961,0.011
09/07/2001,2.982,1.887,0.835,-0.073,0.144,0.189,1.99,0.982,0.01
10/07/2001,3.198,1.924,0.89,-0.072,0.243,0.213,2.194,1.006,-0.002
11/07/2001,3.356,1.986,0.896,-0.069,0.261,0.282,2.253,1.11,-0.007
12/07/2001,3.168,1.991,0.782,-0.057,0.266,0.186,2.08,1.091,-0.003
13/07/2001,3.051,2.003,0.723,-0.061,0.226,0.16,1.962,1.095,-0.006
16/07/2001,3.135,2.003,0.761,-0.082,0.192,0.261,2.065,1.081,-0.011
17/07/2001,3.147,2.081,0.722,-0.062,0.189,0.217,2.008,1.163,-0.024
18/07/2001,3.353,2.167,0.749,-0.064,0.213,0.288,2.08,1.307,-0.034
19/07/2001,3.233,2.134,0.704,-0.059,0.198,0.256,1.965,1.3,-0.032
20/07/2001,3.212,2.137,0.717,-0.065,0.162,0.261,1.959,1.288,-0.035
23/07/2001,3.25,2.112,0.772,-0.077,0.134,0.309,2.028,1.255,-0.033
24/07/2001,3.351,2.061,0.842,-0.073,0.138,0.383,2.164,1.224,-0.037
25/07/2001,3.22,2.023,0.782,-0.034,0.105,0.344,2.001,1.253,-0.034
26/07/2001,3.046,2,0.729,-0.048,0.074,0.291,1.861,1.216,-0.031
27/07/2001,2.811,1.994,0.698,-0.067,0.026,0.16,1.73,1.133,-0.052
30/07/2001,2.707,1.954,0.689,-0.083,-0.023,0.17,1.707,1.049,-0.049
31/07/2001,2.68,1.974,0.656,-0.097,0.047,0.1,1.674,1.066,-0.06
01/08/2001,2.571,1.896,0.633,-0.076,0.03,0.088,1.567,1.064,-0.06
02/08/2001,2.567,1.849,0.612,-0.051,0.025,0.132,1.517,1.089,-0.039
03/08/2001,2.576,1.838,0.634,-0.052,0.076,0.08,1.519,1.096,-0.039
06/08/2001,2.637,1.851,0.67,-0.054,0.03,0.14,1.594,1.082,-0.039
07/08/2001,2.532,1.844,0.646,-0.049,0.007,0.084,1.524,1.061,-0.053
08/08/2001,2.73,1.835,0.719,-0.062,0.15,0.088,1.723,1.064,-0.057
09/08/2001,2.796,1.892,0.726,-0.086,0.141,0.123,1.685,1.179,-0.068
10/08/2001,2.693,1.906,0.702,-0.111,0.147,0.049,1.597,1.165,-0.069
13/08/2001,2.703,1.915,0.687,-0.127,0.16,0.068,1.633,1.143,-0.073
14/08/2001,2.699,1.9,0.686,-0.102,0.114,0.101,1.597,1.175,-0.073
15/08/2001,2.861,1.904,0.708,-0.067,0.12,0.196,1.671,1.259,-0.069
16/08/2001,2.894,1.926,0.697,-0.109,0.163,0.217,1.742,1.219,-0.067
17/08/2001,3.133,1.987,0.762,-0.125,0.205,0.304,1.936,1.268,-0.071
20/08/2001,3.06,2.006,0.72,-0.097,0.123,0.308,1.831,1.297,-0.068
21/08/2001,3.222,2.009,0.753,-0.066,0.192,0.334,1.979,1.312,-0.069
22/08/2001,3.022,1.991,0.721,-0.071,0.12,0.261,1.783,1.306,-0.067
23/08/2001,2.988,2.013,0.722,-0.068,0.099,0.222,1.745,1.311,-0.068
24/08/2001,2.714,2.015,0.627,-0.04,0.081,0.031,1.474,1.303,-0.063
27/08/2001,2.779,1.991,0.64,-0.041,0.085,0.104,1.566,1.274,-0.061
28/08/2001,2.888,2.01,0.701,-0.065,0.076,0.166,1.661,1.284,-0.057
29/08/2001,2.883,1.988,0.739,-0.09,0.017,0.229,1.698,1.245,-0.06
30/08/2001,3.145,1.989,0.809,-0.079,0.036,0.39,1.938,1.269,-0.062
31/08/2001,3.078,1.954,0.795,-0.061,0.025,0.365,1.863,1.279,-0.064
04/09/2001,2.961,1.895,0.781,-0.026,-0.033,0.344,1.844,1.201,-0.084
05/09/2001,3.106,1.945,0.786,-0.035,0.058,0.352,1.981,1.211,-0.086
06/09/2001,3.407,2.024,0.883,-0.054,0.098,0.456,2.209,1.281,-0.083
07/09/2001,3.824,2.135,0.967,-0.061,0.154,0.629,2.492,1.411,-0.079
10/09/2001,3.722,2.116,0.938,-0.059,0.033,0.694,2.443,1.356,-0.077
17/09/2001,6.282,2.868,1.137,-0.03,0.571,1.736,4.34,1.982,-0.04
18/09/2001,6.252,2.923,1.167,0.014,0.602,1.546,4.253,2.029,-0.03
19/09/2001,6.447,2.866,1.248,0.021,0.718,1.594,4.414,2.051,-0.018
20/09/2001,6.739,3.026,1.399,0.073,0.505,1.736,4.48,2.274,-0.015
21/09/2001,6.911,3.141,1.491,0.103,0.413,1.763,4.532,2.392,-0.013
24/09/2001,6.641,3.228,1.299,0.084,0.278,1.752,4.221,2.339,0.081
25/09/2001,6.258,3.103,1.252,0.079,0.225,1.599,3.834,2.337,0.087
26/09/2001,6.05,3.052,1.259,0.044,0.185,1.51,3.774,2.182,0.094
27/09/2001,5.944,3.115,1.201,-0.002,0.2,1.43,3.696,2.153,0.095
28/09/2001,5.67,3.1,1.087,0.006,0.15,1.327,3.467,2.102,0.101
01/10/2001,5.645,3.091,1.036,0,0.182,1.336,3.422,2.115,0.108
02/10/2001,5.595,3.106,0.977,-0.02,0.228,1.304,3.378,2.103,0.114
03/10/2001,5.455,3.112,0.893,-0.033,0.156,1.327,3.229,2.109,0.117
04/10/2001,5.391,3.02,0.871,-0.015,0.161,1.354,3.252,2.012,0.127
05/10/2001,5.418,3.025,0.864,-0.013,0.17,1.372,3.255,2.034,0.129
08/10/2001,5.532,3.003,0.894,0.016,0.125,1.494,3.336,2.068,0.128
09/10/2001,5.434,2.96,0.912,0.022,0.13,1.41,3.311,1.994,0.129
10/10/2001,5.05,2.909,0.796,0.026,0.096,1.223,3.015,1.902,0.133
11/10/2001,4.82,2.811,0.719,0.016,0.107,1.167,2.935,1.767,0.118
12/10/2001,5.113,2.826,0.741,0.036,0.164,1.346,3.158,1.836,0.119
15/10/2001,5.068,2.789,0.759,0.029,0.143,1.348,3.112,1.835,0.121
16/10/2001,4.872,2.789,0.717,0.006,0.158,1.202,2.98,1.786,0.106
17/10/2001,4.933,2.718,0.768,0.007,0.148,1.292,3.118,1.708,0.107
18/10/2001,4.975,2.765,0.806,0.012,0.124,1.268,3.113,1.758,0.104
19/10/2001,4.903,2.748,0.794,0.013,0.106,1.242,3.035,1.755,0.113
22/10/2001,4.727,2.765,0.713,-0.018,0.092,1.175,2.877,1.735,0.115
23/10/2001,4.559,2.709,0.705,-0.015,0.043,1.117,2.806,1.639,0.114
24/10/2001,4.208,2.728,0.693,-0.028,0.066,0.749,2.665,1.527,0.016
25/10/2001,4.076,2.747,0.648,-0.041,0.047,0.675,2.519,1.542,0.015
26/10/2001,3.919,2.735,0.604,-0.04,0.02,0.6,2.409,1.503,0.007
29/10/2001,4.25,2.77,0.718,-0.019,0.04,0.741,2.674,1.57,0.006
30/10/2001,4.524,2.822,0.806,-0.031,0.07,0.857,2.901,1.62,0.003
31/10/2001,4.462,2.797,0.781,-0.066,0.063,0.887,2.906,1.549,0.007
01/11/2001,4.279,2.805,0.678,-0.089,-0.001,0.886,2.729,1.545,0.005
02/11/2001,4.199,2.766,0.655,-0.051,0.019,0.81,2.678,1.517,0.004
05/11/2001,4,2.763,0.569,-0.077,0.01,0.735,2.555,1.45,-0.005
06/11/2001,3.865,2.714,0.503,-0.082,0.061,0.669,2.452,1.42,-0.007
07/11/2001,3.806,2.719,0.5,-0.082,-0.021,0.69,2.396,1.413,-0.003
08/11/2001,3.739,2.642,0.467,-0.056,-0.043,0.729,2.331,1.39,0.018
09/11/2001,3.658,2.585,0.464,-0.047,-0.047,0.703,2.228,1.39,0.04
12/11/2001,3.862,2.601,0.486,-0.047,-0.02,0.842,2.351,1.461,0.05
13/11/2001,3.514,2.518,0.376,-0.073,-0.018,0.711,2.156,1.311,0.047
14/11/2001,3.564,2.412,0.364,-0.027,-0.064,0.879,2.124,1.341,0.099
15/11/2001,3.591,2.222,0.353,0.016,0.022,0.978,2.217,1.264,0.11
16/11/2001,3.648,2.206,0.356,0.032,0.03,1.024,2.236,1.305,0.107
19/11/2001,3.528,2.122,0.295,0.024,0.022,1.065,2.219,1.201,0.108
20/11/2001,3.562,2.081,0.331,0.055,0.005,1.09,2.232,1.218,0.112
21/11/2001,3.631,2.023,0.345,0.079,0.006,1.178,2.321,1.199,0.111
23/11/2001,3.596,1.969,0.283,0.046,0.075,1.223,2.284,1.177,0.135
26/11/2001,3.662,1.972,0.258,0.047,0.071,1.314,2.339,1.182,0.141
27/11/2001,3.679,1.807,0.291,0.081,0.185,1.315,2.432,1.099,0.148
28/11/2001,4.101,1.905,0.372,0.091,0.178,1.555,2.711,1.24,0.15
29/11/2001,3.981,1.971,0.324,0.035,0.226,1.425,2.583,1.248,0.15
30/11/2001,4.03,2.15,0.311,0.054,0.218,1.297,2.416,1.459,0.155
03/12/2001,3.996,2.157,0.347,0.008,0.171,1.313,2.445,1.397,0.154
04/12/2001,3.741,2.177,0.276,0.004,0.16,1.124,2.218,1.368,0.155
05/12/2001,3.466,2.006,0.155,0.071,0.114,1.12,2.051,1.262,0.153
06/12/2001,3.685,1.895,0.16,0.112,0.183,1.335,2.284,1.241,0.16
07/12/2001,3.736,1.805,0.193,0.137,0.175,1.426,2.384,1.189,0.163
10/12/2001,3.9,1.901,0.266,0.111,0.097,1.525,2.501,1.238,0.161
11/12/2001,3.763,1.914,0.272,0.11,0.121,1.346,2.415,1.203,0.145
12/12/2001,3.767,1.977,0.275,0.102,0.115,1.298,2.357,1.268,0.142
13/12/2001,3.899,1.935,0.353,0.114,0.1,1.397,2.518,1.241,0.14
14/12/2001,3.849,1.908,0.34,0.155,0.126,1.32,2.512,1.234,0.103
17/12/2001,3.712,1.752,0.274,0.171,0.121,1.394,2.448,1.172,0.092
18/12/2001,3.836,1.945,0.26,0.16,0.117,1.354,2.509,1.235,0.092
19/12/2001,3.738,1.936,0.241,0.127,0.091,1.343,2.456,1.191,0.091
20/12/2001,3.786,1.928,0.276,0.146,0.126,1.31,2.477,1.223,0.086
21/12/2001,3.69,1.89,0.225,0.137,0.171,1.267,2.44,1.161,0.089
24/12/2001,3.456,1.888,0.22,0.072,0.169,1.107,2.326,1.063,0.067
26/12/2001,3.308,1.878,0.195,0.091,0.104,1.04,2.208,1.056,0.044
27/12/2001,3.296,1.859,0.154,0.099,0.192,0.992,2.178,1.066,0.052
28/12/2001,3.127,1.815,0.127,0.133,0.075,0.977,2.034,1.043,0.05
31/12/2001,2.977,1.639,0.062,0.145,0.076,1.055,2.07,0.855,0.052
02/01/2002,2.93,1.575,0.046,0.171,0.046,1.092,2.007,0.868,0.055
03/01/2002,2.659,1.488,-0.013,0.154,0.045,0.985,1.837,0.767,0.055
04/01/2002,2.498,1.439,-0.043,0.169,0.019,0.914,1.651,0.766,0.081
07/01/2002,2.4,1.51,-0.008,0.136,-0.011,0.773,1.559,0.772,0.069
08/01/2002,2.353,1.469,0.011,0.126,0.011,0.736,1.566,0.721,0.066
09/01/2002,2.371,1.472,0.027,0.131,0.023,0.718,1.568,0.733,0.07
10/01/2002,2.379,1.479,0.028,0.116,0.042,0.714,1.578,0.731,0.07
11/01/2002,2.436,1.52,0.057,0.109,0.056,0.694,1.616,0.745,0.075
14/01/2002,2.53,1.563,0.1,0.083,0.001,0.783,1.649,0.793,0.088
15/01/2002,2.444,1.551,0.061,0.074,-0.013,0.771,1.611,0.749,0.084
16/01/2002,2.568,1.568,0.133,0.091,0,0.776,1.728,0.758,0.082
17/01/2002,2.574,1.597,0.071,0.096,0.043,0.767,1.707,0.773,0.094
18/01/2002,2.636,1.578,0.11,0.111,0.056,0.781,1.739,0.804,0.093
22/01/2002,2.696,1.572,0.137,0.115,0.062,0.81,1.809,0.794,0.093
23/01/2002,2.571,1.61,0.094,0.102,0.052,0.713,1.686,0.792,0.093
24/01/2002,2.249,1.534,0.065,0.115,-0.124,0.659,1.403,0.752,0.094
25/01/2002,2.24,1.504,0.061,0.105,-0.05,0.62,1.427,0.718,0.095
28/01/2002,2.206,1.536,0.053,0.108,-0.059,0.568,1.378,0.747,0.081
29/01/2002,2.584,1.581,0.181,0.101,-0.004,0.725,1.731,0.767,0.086
30/01/2002,2.545,1.67,0.144,0.089,-0.024,0.666,1.686,0.774,0.085
31/01/2002,2.256,1.56,0.069,0.068,-0.023,0.582,1.477,0.692,0.087
01/02/2002,2.282,1.562,0.09,0.075,0.019,0.536,1.488,0.71,0.084
04/02/2002,2.655,1.632,0.201,0.082,0.019,0.721,1.822,0.746,0.087
05/02/2002,2.709,1.763,0.231,0.085,-0.01,0.64,1.889,0.767,0.053
06/02/2002,2.831,1.826,0.262,0.101,-0.03,0.672,1.98,0.798,0.053
07/02/2002,2.807,1.759,0.265,0.148,0.008,0.627,1.978,0.773,0.056
08/02/2002,2.582,1.734,0.206,0.137,0.014,0.491,1.779,0.754,0.049
11/02/2002,2.605,1.752,0.138,0.155,-0.004,0.564,1.687,0.823,0.095
12/02/2002,2.562,1.68,0.154,0.179,-0.004,0.553,1.666,0.791,0.105
13/02/2002,2.369,1.673,0.106,0.163,-0.008,0.435,1.54,0.737,0.092
14/02/2002,2.356,1.658,0.104,0.157,-0.003,0.44,1.531,0.731,0.094
15/02/2002,2.452,1.713,0.154,0.135,0.017,0.433,1.62,0.742,0.09
19/02/2002,2.652,1.76,0.25,0.142,0.021,0.479,1.788,0.788,0.076
20/02/2002,2.506,1.772,0.197,0.127,0.021,0.389,1.659,0.767,0.08
21/02/2002,2.607,1.783,0.25,0.137,0.016,0.421,1.758,0.763,0.086
22/02/2002,2.674,1.848,0.224,0.129,0.037,0.436,1.77,0.82,0.084
25/02/2002,2.484,1.808,0.138,0.139,0.023,0.376,1.612,0.787,0.085
26/02/2002,2.488,1.778,0.131,0.15,0.021,0.408,1.617,0.77,0.101
27/02/2002,2.414,1.765,0.117,0.14,0.05,0.342,1.565,0.747,0.102
28/02/2002,2.283,1.7,0.131,0.16,-0.008,0.3,1.463,0.722,0.098
01/03/2002,2,1.577,0.03,0.188,-0.015,0.22,1.287,0.615,0.098
04/03/2002,1.955,1.558,-0.067,0.193,0.027,0.244,1.252,0.607,0.096
05/03/2002,1.953,1.504,-0.034,0.211,0.057,0.215,1.252,0.609,0.092
06/03/2002,1.906,1.464,-0.092,0.255,0.044,0.235,1.183,0.631,0.092
07/03/2002,1.985,1.391,-0.078,0.307,0.048,0.317,1.218,0.678,0.089
08/03/2002,1.897,1.285,-0.106,0.321,0.079,0.318,1.216,0.595,0.086
11/03/2002,1.946,1.302,-0.114,0.304,0.12,0.334,1.245,0.614,0.087
12/03/2002,1.99,1.305,-0.096,0.315,0.12,0.346,1.272,0.627,0.091
13/03/2002,1.874,1.289,-0.056,0.319,0.101,0.221,1.269,0.559,0.046
14/03/2002,1.836,1.239,-0.052,0.377,0.091,0.181,1.238,0.576,0.022
15/03/2002,1.703,1.215,-0.106,0.363,0.113,0.118,1.137,0.543,0.023
18/03/2002,1.717,1.226,-0.105,0.347,0.114,0.135,1.18,0.51,0.027
19/03/2002,1.641,1.22,-0.123,0.34,0.134,0.07,1.115,0.496,0.03
20/03/2002,1.726,1.169,-0.046,0.369,0.138,0.096,1.212,0.492,0.022
21/03/2002,1.765,1.143,-0.05,0.363,0.193,0.116,1.28,0.457,0.028
22/03/2002,1.719,1.15,-0.036,0.376,0.198,0.031,1.259,0.443,0.017
25/03/2002,1.741,1.132,0.03,0.385,0.201,-0.007,1.294,0.428,0.019
26/03/2002,1.736,1.184,0.002,0.355,0.207,-0.012,1.274,0.446,0.016
27/03/2002,1.77,1.2,-0.019,0.353,0.271,-0.035,1.323,0.434,0.013
28/03/2002,1.581,1.179,-0.042,0.362,0.153,-0.071,1.188,0.391,0.002
01/04/2002,1.632,1.162,-0.12,0.4,0.173,0.017,1.172,0.46,0
02/04/2002,1.787,1.198,-0.078,0.392,0.153,0.122,1.232,0.521,0.034
03/04/2002,1.853,1.239,-0.036,0.363,0.125,0.162,1.29,0.527,0.036
04/04/2002,1.848,1.225,-0.029,0.331,0.155,0.166,1.309,0.51,0.029
05/04/2002,1.881,1.257,-0.017,0.314,0.159,0.168,1.301,0.528,0.052
08/04/2002,1.962,1.258,-0.015,0.322,0.169,0.228,1.322,0.582,0.058
09/04/2002,1.998,1.262,0.01,0.326,0.166,0.234,1.324,0.606,0.068
10/04/2002,1.857,1.261,-0.045,0.338,0.155,0.148,1.193,0.595,0.069
11/04/2002,2.196,1.294,0.068,0.339,0.216,0.279,1.458,0.656,0.082
12/04/2002,2.159,1.335,0.035,0.319,0.242,0.228,1.408,0.662,0.089
15/04/2002,2.163,1.361,0.058,0.292,0.233,0.219,1.424,0.651,0.088
16/04/2002,1.888,1.295,-0.051,0.331,0.193,0.12,1.209,0.593,0.086
17/04/2002,1.881,1.264,-0.042,0.37,0.163,0.126,1.142,0.642,0.097
18/04/2002,1.907,1.217,-0.03,0.38,0.169,0.171,1.148,0.661,0.098
19/04/2002,1.851,1.232,-0.034,0.381,0.164,0.108,1.108,0.646,0.097
22/04/2002,1.99,1.297,0.037,0.353,0.169,0.134,1.245,0.652,0.093
23/04/2002,2.057,1.3,0.064,0.365,0.167,0.161,1.311,0.651,0.095
24/04/2002,2.125,1.345,0.095,0.359,0.157,0.169,1.34,0.688,0.097
25/04/2002,2.198,1.406,0.108,0.377,0.071,0.236,1.307,0.791,0.1
26/04/2002,2.354,1.467,0.167,0.387,0.074,0.259,1.391,0.859,0.104
29/04/2002,2.539,1.47,0.208,0.421,0.078,0.362,1.555,0.88,0.104
30/04/2002,2.335,1.451,0.157,0.401,0.053,0.273,1.353,0.885,0.097
01/05/2002,2.185,1.481,-0.025,0.423,0.069,0.237,1.301,0.786,0.098
02/05/2002,2.158,1.484,-0.018,0.431,0.106,0.155,1.323,0.768,0.067
03/05/2002,2.316,1.535,0.032,0.458,0.157,0.134,1.347,0.892,0.077
06/05/2002,2.511,1.524,0.109,0.463,0.157,0.258,1.556,0.88,0.075
07/05/2002,2.483,1.575,0.144,0.446,0.118,0.2,1.517,0.908,0.058
08/05/2002,2.15,1.507,-0.041,0.449,0.111,0.124,1.305,0.797,0.048
09/05/2002,2.256,1.454,0.013,0.475,0.142,0.172,1.445,0.774,0.037
10/05/2002,2.413,1.503,0.096,0.485,0.127,0.202,1.512,0.86,0.041
13/05/2002,2.239,1.51,0.02,0.498,0.126,0.085,1.37,0.844,0.025
14/05/2002,2,1.465,-0.078,0.48,0.121,0.012,1.24,0.743,0.017
15/05/2002,1.958,1.463,-0.149,0.509,0.108,0.027,1.137,0.781,0.04
16/05/2002,1.86,1.473,-0.179,0.488,0.108,-0.03,1.071,0.747,0.042
17/05/2002,1.863,1.503,-0.209,0.547,0.125,-0.103,0.991,0.837,0.035
20/05/2002,2.059,1.572,-0.15,0.543,0.116,-0.022,1.109,0.91,0.04
21/05/2002,2.105,1.533,-0.103,0.533,0.096,0.046,1.161,0.895,0.049
22/05/2002,2.148,1.547,-0.123,0.544,0.119,0.061,1.165,0.931,0.052
23/05/2002,2.029,1.506,-0.169,0.543,0.156,-0.007,1.097,0.875,0.057
24/05/2002,1.979,1.434,-0.119,0.53,0.168,-0.034,1.124,0.799,0.056
28/05/2002,2.116,1.443,-0.073,0.561,0.137,0.048,1.192,0.863,0.061
29/05/2002,2.156,1.432,-0.039,0.554,0.147,0.062,1.226,0.87,0.06
30/05/2002,2.271,1.477,-0.011,0.556,0.086,0.163,1.229,0.968,0.074
31/05/2002,1.932,1.173,-0.032,0.565,0.097,0.129,1.075,0.785,0.072
03/06/2002,2.2,1.174,0.078,0.565,0.111,0.272,1.312,0.808,0.08
04/06/2002,2.334,1.209,0.11,0.556,0.107,0.352,1.373,0.882,0.079
05/06/2002,2.226,1.203,0.076,0.531,0.121,0.295,1.289,0.867,0.07
06/06/2002,2.444,1.211,0.165,0.554,0.157,0.357,1.47,0.898,0.076
07/06/2002,2.494,1.274,0.193,0.561,0.177,0.289,1.472,0.957,0.065
10/06/2002,2.469,1.283,0.182,0.521,0.187,0.296,1.472,0.937,0.06
11/06/2002,2.502,1.274,0.234,0.53,0.158,0.306,1.567,0.876,0.059
12/06/2002,2.549,1.334,0.23,0.489,0.169,0.327,1.576,0.917,0.056
13/06/2002,2.685,1.375,0.292,0.459,0.195,0.364,1.662,0.971,0.052
14/06/2002,2.925,1.497,0.336,0.435,0.186,0.471,1.752,1.116,0.057
17/06/2002,2.615,1.415,0.202,0.439,0.178,0.381,1.568,0.995,0.052
18/06/2002,2.633,1.416,0.191,0.468,0.169,0.389,1.545,1.028,0.06
19/06/2002,2.946,1.479,0.292,0.468,0.155,0.552,1.731,1.156,0.059
20/06/2002,3.166,1.483,0.355,0.525,0.168,0.635,1.883,1.223,0.06
21/06/2002,3.316,1.51,0.442,0.555,0.156,0.653,1.974,1.28,0.062
24/06/2002,3.426,1.594,0.45,0.545,0.126,0.711,1.993,1.371,0.062
25/06/2002,3.542,1.586,0.49,0.583,0.143,0.74,2.132,1.351,0.059
26/06/2002,4.206,2.018,0.537,0.545,0.16,0.946,2.478,1.677,0.051
27/06/2002,3.955,1.981,0.441,0.581,0.171,0.781,2.311,1.594,0.05
28/06/2002,3.884,2.049,0.395,0.581,0.158,0.701,2.284,1.557,0.043
01/07/2002,3.655,1.811,0.453,0.591,0.071,0.729,2.212,1.423,0.02
02/07/2002,3.973,1.943,0.568,0.547,0.078,0.837,2.457,1.503,0.013
03/07/2002,4.1,2.038,0.557,0.537,0.092,0.876,2.482,1.607,0.011
05/07/2002,3.618,1.945,0.35,0.558,0.097,0.668,2.209,1.394,0.015
08/07/2002,3.879,1.97,0.408,0.609,0.127,0.765,2.329,1.521,0.029
09/07/2002,4.038,1.963,0.513,0.627,0.09,0.845,2.466,1.535,0.037
10/07/2002,4.373,1.974,0.69,0.582,0.079,1.048,2.758,1.577,0.038
